group_type,group_name,mode_key,weapon_id,mode,quality,dataset,damage,attackSpeed,range,precision,precisionFalloff,ignoresArmor,armorDamage
by_category,blunt_family,cudgel,cudgel,primary,Q5,mod,13.20,4.75,0.00,1.000,0.0000,0.0500,1.55
by_category,blunt_family,cudgel,cudgel,primary,Q6,vanilla,16.80,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,cudgel,cudgel,primary,Q6,mod,15.40,4.75,0.00,1.000,0.0000,0.0500,1.55
by_category,blunt_family,bludgeon,bludgeon,primary,Q1,vanilla,9.60,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,bludgeon,bludgeon,primary,Q1,mod,10.40,5.15,0.00,1.000,0.0000,0.0500,1.85
by_category,blunt_family,bludgeon,bludgeon,primary,Q2,vanilla,11.40,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,bludgeon,bludgeon,primary,Q2,mod,12.35,5.15,0.00,1.000,0.0000,0.0500,1.85
by_category,blunt_family,bludgeon,bludgeon,primary,Q3,vanilla,12.00,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,bludgeon,bludgeon,primary,Q3,mod,13.00,5.15,0.00,1.000,0.0000,0.0500,1.85
by_category,blunt_family,bludgeon,bludgeon,primary,Q4,vanilla,13.20,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,bludgeon,bludgeon,primary,Q4,mod,14.30,5.15,0.00,1.000,0.0000,0.0500,1.85
by_category,blunt_family,bludgeon,bludgeon,primary,Q5,vanilla,14.40,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,bludgeon,bludgeon,primary,Q5,mod,15.60,5.15,0.00,1.000,0.0000,0.0500,1.85
by_category,blunt_family,bludgeon,bludgeon,primary,Q6,vanilla,16.80,4.95,0.00,1.000,0.0000,0.5000,1.00
by_category,blunt_family,bludgeon,bludgeon,primary,Q6,mod,18.20,5.15,0.00,1.000,0.0000,0.0500,1.85
by_category,blunt_family,mace,mace,primary,Q1,vanilla,12.80,3.15,0.00,1.000,0.0000,0.6000,2.00
by_category,blunt_family,mace,mace,primary,Q1,mod,12.80,3.40,0.00,1.000,0.0000,0.0900,2.30
by_category,blunt_family,mace,mace,primary,Q2,vanilla,15.20,3.15,0.00,1.000,0.0000,0.6000,2.00
by_category,blunt_family,mace,mace,primary,Q2,mod,15.20,3.40,0.00,1.000,0.0000,0.0900,2.30
by_category,blunt_family,mace,mace,primary,Q3,vanilla,16.00,3.15,0.00,1.000,0.0000,0.6000,2.00
by_category,blunt_family,mace,mace,primary,Q3,mod,16.00,3.40,0.00,1.000,0.0000,0.0900,2.30
by_category,blunt_family,mace,mace,primary,Q4,vanilla,17.60,3.15,0.00,1.000,0.0000,0.6000,2.00
by_category,blunt_family,mace,mace,primary,Q4,mod,17.60,3.40,0.00,1.000,0.0000,0.0900,2.30
by_category,blunt_family,mace,mace,primary,Q5,vanilla,19.20,3.15,0.00,1.000,0.0000,0.6000,2.00
by_category,blunt_family,mace,mace,primary,Q5,mod,19.20,3.40,0.00,1.000,0.0000,0.0900,2.30
by_category,blunt_family,mace,mace,primary,Q6,vanilla,22.40,3.15,0.00,1.000,0.0000,0.6000,2.00
by_category,blunt_family,mace,mace,primary,Q6,mod,22.40,3.40,0.00,1.000,0.0000,0.0900,2.30
by_category,blunt_family,warhammer,warhammer,primary,Q1,vanilla,12.80,4.05,0.00,1.000,0.0000,0.5000,1.70
by_category,blunt_family,warhammer,warhammer,primary,Q1,mod,12.80,4.05,0.00,1.000,0.0000,0.1000,2.10
by_category,blunt_family,warhammer,warhammer,primary,Q2,vanilla,15.20,4.05,0.00,1.000,0.0000,0.5000,1.70
by_category,blunt_family,warhammer,warhammer,primary,Q2,mod,15.20,4.05,0.00,1.000,0.0000,0.1000,2.10
by_category,blunt_family,warhammer,warhammer,primary,Q3,vanilla,16.00,4.05,0.00,1.000,0.0000,0.5000,1.70
by_category,blunt_family,warhammer,warhammer,primary,Q3,mod,16.00,4.05,0.00,1.000,0.0000,0.1000,2.10
by_category,blunt_family,warhammer,warhammer,primary,Q4,vanilla,17.60,4.05,0.00,1.000,0.0000,0.5000,1.70
by_category,blunt_family,warhammer,warhammer,primary,Q4,mod,17.60,4.05,0.00,1.000,0.0000,0.1000,2.10
by_category,blunt_family,warhammer,warhammer,primary,Q5,vanilla,19.20,4.05,0.00,1.000,0.0000,0.5000,1.70
by_category,blunt_family,warhammer,warhammer,primary,Q5,mod,19.20,4.05,0.00,1.000,0.0000,0.1000,2.10
by_category,blunt_family,warhammer,warhammer,primary,Q6,vanilla,22.40,4.05,0.00,1.000,0.0000,0.5000,1.70
by_category,blunt_family,warhammer,warhammer,primary,Q6,mod,22.40,4.05,0.00,1.000,0.0000,0.1000,2.10
by_category,blunt_family,flail,flail,primary,Q1,vanilla,8.00,3.60,0.00,1.000,0.0000,0.5000,2.00
by_category,blunt_family,flail,flail,primary,Q1,mod,8.00,3.60,0.00,1.000,0.0000,0.0800,2.30
by_category,blunt_family,flail,flail,primary,Q2,vanilla,9.50,3.60,0.00,1.000,0.0000,0.5000,2.00
by_category,blunt_family,flail,flail,primary,Q2,mod,9.50,3.60,0.00,1.000,0.0000,0.0800,2.30
by_category,blunt_family,flail,flail,primary,Q3,vanilla,10.00,3.60,0.00,1.000,0.0000,0.5000,2.00
by_category,blunt_family,flail,flail,primary,Q3,mod,10.00,3.60,0.00,1.000,0.0000,0.0800,2.30
by_category,blunt_family,flail,flail,primary,Q4,vanilla,11.00,3.60,0.00,1.000,0.0000,0.5000,2.00
by_category,blunt_family,flail,flail,primary,Q4,mod,11.00,3.60,0.00,1.000,0.0000,0.0800,2.30
by_category,blunt_family,flail,flail,primary,Q5,vanilla,12.00,3.60,0.00,1.000,0.0000,0.5000,2.00
by_category,blunt_family,flail,flail,primary,Q5,mod,12.00,3.60,0.00,1.000,0.0000,0.0800,2.30
by_category,blunt_family,flail,flail,primary,Q6,vanilla,14.00,3.60,0.00,1.000,0.0000,0.5000,2.00
by_category,blunt_family,flail,flail,primary,Q6,mod,14.00,3.60,0.00,1.000,0.0000,0.0800,2.30
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q1,vanilla,8.80,3.60,0.00,1.000,0.0000,0.5000,2.10
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q1,mod,8.80,3.60,0.00,1.000,0.0000,0.0900,2.40
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q2,vanilla,10.45,3.60,0.00,1.000,0.0000,0.5000,2.10
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q2,mod,10.45,3.60,0.00,1.000,0.0000,0.0900,2.40
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q3,vanilla,11.00,3.60,0.00,1.000,0.0000,0.5000,2.10
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q3,mod,11.00,3.60,0.00,1.000,0.0000,0.0900,2.40
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q4,vanilla,12.10,3.60,0.00,1.000,0.0000,0.5000,2.10
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q4,mod,12.10,3.60,0.00,1.000,0.0000,0.0900,2.40
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q5,vanilla,13.20,3.60,0.00,1.000,0.0000,0.5000,2.10
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q5,mod,13.20,3.60,0.00,1.000,0.0000,0.0900,2.40
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q6,vanilla,15.40,3.60,0.00,1.000,0.0000,0.5000,2.10
by_category,blunt_family,reinforced_flail,reinforced_flail,primary,Q6,mod,15.40,3.60,0.00,1.000,0.0000,0.0900,2.40
by_category,blunt_family,military_pick,military_pick,primary,Q1,vanilla,12.80,4.95,0.00,1.000,0.0000,0.6000,1.90
by_category,blunt_family,military_pick,military_pick,primary,Q1,mod,12.80,4.95,0.00,1.000,0.0000,0.1200,2.25
by_category,blunt_family,military_pick,military_pick,primary,Q2,vanilla,15.20,4.95,0.00,1.000,0.0000,0.6000,1.90
by_category,blunt_family,military_pick,military_pick,primary,Q2,mod,15.20,4.95,0.00,1.000,0.0000,0.1200,2.25
by_category,blunt_family,military_pick,military_pick,primary,Q3,vanilla,16.00,4.95,0.00,1.000,0.0000,0.6000,1.90
by_category,blunt_family,military_pick,military_pick,primary,Q3,mod,16.00,4.95,0.00,1.000,0.0000,0.1200,2.25
by_category,blunt_family,military_pick,military_pick,primary,Q4,vanilla,17.60,4.95,0.00,1.000,0.0000,0.6000,1.90
by_category,blunt_family,military_pick,military_pick,primary,Q4,mod,17.60,4.95,0.00,1.000,0.0000,0.1200,2.25
by_category,blunt_family,military_pick,military_pick,primary,Q5,vanilla,19.20,4.95,0.00,1.000,0.0000,0.6000,1.90
by_category,blunt_family,military_pick,military_pick,primary,Q5,mod,19.20,4.95,0.00,1.000,0.0000,0.1200,2.25
by_category,blunt_family,military_pick,military_pick,primary,Q6,vanilla,22.40,4.95,0.00,1.000,0.0000,0.6000,1.90
by_category,blunt_family,military_pick,military_pick,primary,Q6,mod,22.40,4.95,0.00,1.000,0.0000,0.1200,2.25
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q1,vanilla,24.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q1,mod,24.00,4.95,0.00,0.950,0.0000,0.1100,2.20
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q2,vanilla,28.50,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q2,mod,28.50,4.95,0.00,0.950,0.0000,0.1100,2.20
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q3,vanilla,30.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q3,mod,30.00,4.95,0.00,0.950,0.0000,0.1100,2.20
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q4,vanilla,33.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q4,mod,33.00,4.95,0.00,0.950,0.0000,0.1100,2.20
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q5,vanilla,36.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q5,mod,36.00,4.95,0.00,0.950,0.0000,0.1100,2.20
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q6,vanilla,42.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_mace,two_handed_mace,primary,Q6,mod,42.00,4.95,0.00,0.950,0.0000,0.1100,2.20
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q1,vanilla,24.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q1,mod,24.00,4.95,0.00,0.950,0.0000,0.1200,2.35
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q2,vanilla,28.50,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q2,mod,28.50,4.95,0.00,0.950,0.0000,0.1200,2.35
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q3,vanilla,30.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q3,mod,30.00,4.95,0.00,0.950,0.0000,0.1200,2.35
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q4,vanilla,33.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q4,mod,33.00,4.95,0.00,0.950,0.0000,0.1200,2.35
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q5,vanilla,36.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q5,mod,36.00,4.95,0.00,0.950,0.0000,0.1200,2.35
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q6,vanilla,42.00,4.95,0.00,0.950,0.0000,0.6000,1.90
by_category,blunt_family,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q6,mod,42.00,4.95,0.00,0.950,0.0000,0.1200,2.35
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q1,vanilla,24.00,6.30,0.00,0.900,0.0000,0.5000,1.70
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q1,mod,24.00,5.20,0.00,0.950,0.0000,0.1300,2.20
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q2,vanilla,28.50,6.30,0.00,0.900,0.0000,0.5000,1.70
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q2,mod,28.50,5.20,0.00,0.950,0.0000,0.1300,2.20
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q3,vanilla,30.00,6.30,0.00,0.900,0.0000,0.5000,1.70
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q3,mod,30.00,5.20,0.00,0.950,0.0000,0.1300,2.20
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q4,vanilla,33.00,6.30,0.00,0.900,0.0000,0.5000,1.70
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q4,mod,33.00,5.20,0.00,0.950,0.0000,0.1300,2.20
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q5,vanilla,36.00,6.30,0.00,0.900,0.0000,0.5000,1.70
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q5,mod,36.00,5.20,0.00,0.950,0.0000,0.1300,2.20
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q6,vanilla,42.00,6.30,0.00,0.900,0.0000,0.5000,1.70
by_category,blunt_family,two_handed_warhammer,two_handed_warhammer,primary,Q6,mod,42.00,5.20,0.00,0.950,0.0000,0.1300,2.20
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q1,vanilla,20.80,5.85,0.00,0.950,0.0000,0.5000,2.00
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q1,mod,20.80,5.20,0.00,0.950,0.0000,0.1000,2.35
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q2,vanilla,24.70,5.85,0.00,0.950,0.0000,0.5000,2.00
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q2,mod,24.70,5.20,0.00,0.950,0.0000,0.1000,2.35
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q3,vanilla,26.00,5.85,0.00,0.950,0.0000,0.5000,2.00
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q3,mod,26.00,5.20,0.00,0.950,0.0000,0.1000,2.35
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q4,vanilla,28.60,5.85,0.00,0.950,0.0000,0.5000,2.00
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q4,mod,28.60,5.20,0.00,0.950,0.0000,0.1000,2.35
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q5,vanilla,31.20,5.85,0.00,0.950,0.0000,0.5000,2.00
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q5,mod,31.20,5.20,0.00,0.950,0.0000,0.1000,2.35
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q6,vanilla,36.40,5.85,0.00,0.950,0.0000,0.5000,2.00
by_category,blunt_family,two_handed_flail,two_handed_flail,primary,Q6,mod,36.40,5.20,0.00,0.950,0.0000,0.1000,2.35
