group_type,group_name,mode_key,weapon_id,mode,quality,dataset,damage,attackSpeed,range,precision,precisionFalloff,ignoresArmor,armorDamage
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q2,vanilla,24.70,5.85,0.00,0.950,0.0000,0.5000,2.00
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q2,mod,24.70,5.20,0.00,0.950,0.0000,0.1000,2.35
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q3,vanilla,26.00,5.85,0.00,0.950,0.0000,0.5000,2.00
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q3,mod,26.00,5.20,0.00,0.950,0.0000,0.1000,2.35
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q4,vanilla,28.60,5.85,0.00,0.950,0.0000,0.5000,2.00
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q4,mod,28.60,5.20,0.00,0.950,0.0000,0.1000,2.35
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q5,vanilla,31.20,5.85,0.00,0.950,0.0000,0.5000,2.00
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q5,mod,31.20,5.20,0.00,0.950,0.0000,0.1000,2.35
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q6,vanilla,36.40,5.85,0.00,0.950,0.0000,0.5000,2.00
same_tier,tier_T3,two_handed_flail,two_handed_flail,primary,Q6,mod,36.40,5.20,0.00,0.950,0.0000,0.1000,2.35
same_tier,tier_T3,warfork,warfork,primary,Q1,vanilla,20.80,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,warfork,warfork,primary,Q1,mod,20.00,6.30,0.55,0.930,0.0000,0.4400,0.50
same_tier,tier_T3,warfork,warfork,primary,Q2,vanilla,24.70,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,warfork,warfork,primary,Q2,mod,23.75,6.30,0.55,0.930,0.0000,0.4400,0.50
same_tier,tier_T3,warfork,warfork,primary,Q3,vanilla,26.00,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,warfork,warfork,primary,Q3,mod,25.00,6.30,0.55,0.930,0.0000,0.4400,0.50
same_tier,tier_T3,warfork,warfork,primary,Q4,vanilla,28.60,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,warfork,warfork,primary,Q4,mod,27.50,6.30,0.55,0.930,0.0000,0.4400,0.50
same_tier,tier_T3,warfork,warfork,primary,Q5,vanilla,31.20,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,warfork,warfork,primary,Q5,mod,30.00,6.30,0.55,0.930,0.0000,0.4400,0.50
same_tier,tier_T3,warfork,warfork,primary,Q6,vanilla,36.40,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T3,warfork,warfork,primary,Q6,mod,35.00,6.30,0.55,0.930,0.0000,0.4400,0.50
same_tier,tier_T3,warhammer,warhammer,primary,Q1,vanilla,12.80,4.05,0.00,1.000,0.0000,0.5000,1.70
same_tier,tier_T3,warhammer,warhammer,primary,Q1,mod,16.80,4.05,0.00,1.000,0.0000,0.1000,2.10
same_tier,tier_T3,warhammer,warhammer,primary,Q2,vanilla,15.20,4.05,0.00,1.000,0.0000,0.5000,1.70
same_tier,tier_T3,warhammer,warhammer,primary,Q2,mod,19.95,4.05,0.00,1.000,0.0000,0.1000,2.10
same_tier,tier_T3,warhammer,warhammer,primary,Q3,vanilla,16.00,4.05,0.00,1.000,0.0000,0.5000,1.70
same_tier,tier_T3,warhammer,warhammer,primary,Q3,mod,21.00,4.05,0.00,1.000,0.0000,0.1000,2.10
same_tier,tier_T3,warhammer,warhammer,primary,Q4,vanilla,17.60,4.05,0.00,1.000,0.0000,0.5000,1.70
same_tier,tier_T3,warhammer,warhammer,primary,Q4,mod,23.10,4.05,0.00,1.000,0.0000,0.1000,2.10
same_tier,tier_T3,warhammer,warhammer,primary,Q5,vanilla,19.20,4.05,0.00,1.000,0.0000,0.5000,1.70
same_tier,tier_T3,warhammer,warhammer,primary,Q5,mod,25.20,4.05,0.00,1.000,0.0000,0.1000,2.10
same_tier,tier_T3,warhammer,warhammer,primary,Q6,vanilla,22.40,4.05,0.00,1.000,0.0000,0.5000,1.70
same_tier,tier_T3,warhammer,warhammer,primary,Q6,mod,29.40,4.05,0.00,1.000,0.0000,0.1000,2.10
same_tier,tier_T4,berdiche,berdiche,primary,Q1,vanilla,21.60,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T4,berdiche,berdiche,primary,Q1,mod,24.80,6.00,1.00,0.950,0.0000,0.4200,0.75
same_tier,tier_T4,berdiche,berdiche,primary,Q2,vanilla,25.65,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T4,berdiche,berdiche,primary,Q2,mod,29.45,6.00,1.00,0.950,0.0000,0.4200,0.75
same_tier,tier_T4,berdiche,berdiche,primary,Q3,vanilla,27.00,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T4,berdiche,berdiche,primary,Q3,mod,31.00,6.00,1.00,0.950,0.0000,0.4200,0.75
same_tier,tier_T4,berdiche,berdiche,primary,Q4,vanilla,29.70,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T4,berdiche,berdiche,primary,Q4,mod,34.10,6.00,1.00,0.950,0.0000,0.4200,0.75
same_tier,tier_T4,berdiche,berdiche,primary,Q5,vanilla,32.40,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T4,berdiche,berdiche,primary,Q5,mod,37.20,6.00,1.00,0.950,0.0000,0.4200,0.75
same_tier,tier_T4,berdiche,berdiche,primary,Q6,vanilla,37.80,6.30,0.70,0.950,0.0000,0.9000,0.60
same_tier,tier_T4,berdiche,berdiche,primary,Q6,mod,43.40,6.00,1.00,0.950,0.0000,0.4200,0.75
same_tier,tier_T4,greataxe,greataxe,primary,Q1,vanilla,28.80,6.75,0.00,0.950,0.0000,0.6000,1.10
same_tier,tier_T4,greataxe,greataxe,primary,Q1,mod,28.80,5.40,0.00,0.950,0.0000,0.2200,1.55
same_tier,tier_T4,greataxe,greataxe,primary,Q2,vanilla,34.20,6.75,0.00,0.950,0.0000,0.6000,1.10
same_tier,tier_T4,greataxe,greataxe,primary,Q2,mod,34.20,5.40,0.00,0.950,0.0000,0.2200,1.55
same_tier,tier_T4,greataxe,greataxe,primary,Q3,vanilla,36.00,6.75,0.00,0.950,0.0000,0.6000,1.10
same_tier,tier_T4,greataxe,greataxe,primary,Q3,mod,36.00,5.40,0.00,0.950,0.0000,0.2200,1.55
same_tier,tier_T4,greataxe,greataxe,primary,Q4,vanilla,39.60,6.75,0.00,0.950,0.0000,0.6000,1.10
same_tier,tier_T4,greataxe,greataxe,primary,Q4,mod,39.60,5.40,0.00,0.950,0.0000,0.2200,1.55
same_tier,tier_T4,greataxe,greataxe,primary,Q5,vanilla,43.20,6.75,0.00,0.950,0.0000,0.6000,1.10
same_tier,tier_T4,greataxe,greataxe,primary,Q5,mod,43.20,5.40,0.00,0.950,0.0000,0.2200,1.55
same_tier,tier_T4,greataxe,greataxe,primary,Q6,vanilla,50.40,6.75,0.00,0.950,0.0000,0.6000,1.10
same_tier,tier_T4,greataxe,greataxe,primary,Q6,mod,50.40,5.40,0.00,0.950,0.0000,0.2200,1.55
same_tier,tier_T4,greatsword,greatsword,primary,Q1,vanilla,32.00,4.05,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,greatsword,greatsword,primary,Q1,mod,32.00,3.95,0.30,0.950,0.0000,0.3200,0.75
same_tier,tier_T4,greatsword,greatsword,primary,Q2,vanilla,38.00,4.05,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,greatsword,greatsword,primary,Q2,mod,38.00,3.95,0.30,0.950,0.0000,0.3200,0.75
same_tier,tier_T4,greatsword,greatsword,primary,Q3,vanilla,40.00,4.05,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,greatsword,greatsword,primary,Q3,mod,40.00,3.95,0.30,0.950,0.0000,0.3200,0.75
same_tier,tier_T4,greatsword,greatsword,primary,Q4,vanilla,44.00,4.05,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,greatsword,greatsword,primary,Q4,mod,44.00,3.95,0.30,0.950,0.0000,0.3200,0.75
same_tier,tier_T4,greatsword,greatsword,primary,Q5,vanilla,48.00,4.05,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,greatsword,greatsword,primary,Q5,mod,48.00,3.95,0.30,0.950,0.0000,0.3200,0.75
same_tier,tier_T4,greatsword,greatsword,primary,Q6,vanilla,56.00,4.05,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,greatsword,greatsword,primary,Q6,mod,56.00,3.95,0.30,0.950,0.0000,0.3200,0.75
same_tier,tier_T4,longsword,longsword,primary,Q1,vanilla,25.60,3.15,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,longsword,longsword,primary,Q1,mod,25.60,3.20,0.30,0.950,0.0000,0.3200,0.68
same_tier,tier_T4,longsword,longsword,primary,Q2,vanilla,30.40,3.15,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,longsword,longsword,primary,Q2,mod,30.40,3.20,0.30,0.950,0.0000,0.3200,0.68
same_tier,tier_T4,longsword,longsword,primary,Q3,vanilla,32.00,3.15,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,longsword,longsword,primary,Q3,mod,32.00,3.20,0.30,0.950,0.0000,0.3200,0.68
same_tier,tier_T4,longsword,longsword,primary,Q4,vanilla,35.20,3.15,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,longsword,longsword,primary,Q4,mod,35.20,3.20,0.30,0.950,0.0000,0.3200,0.68
same_tier,tier_T4,longsword,longsword,primary,Q5,vanilla,38.40,3.15,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,longsword,longsword,primary,Q5,mod,38.40,3.20,0.30,0.950,0.0000,0.3200,0.68
same_tier,tier_T4,longsword,longsword,primary,Q6,vanilla,44.80,3.15,0.30,0.950,0.0000,0.7000,0.60
same_tier,tier_T4,longsword,longsword,primary,Q6,mod,44.80,3.20,0.30,0.950,0.0000,0.3200,0.68
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q1,vanilla,24.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q1,mod,24.00,4.95,0.00,0.950,0.0000,0.1200,2.35
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q2,vanilla,28.50,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q2,mod,28.50,4.95,0.00,0.950,0.0000,0.1200,2.35
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q3,vanilla,30.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q3,mod,30.00,4.95,0.00,0.950,0.0000,0.1200,2.35
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q4,vanilla,33.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q4,mod,33.00,4.95,0.00,0.950,0.0000,0.1200,2.35
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q5,vanilla,36.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q5,mod,36.00,4.95,0.00,0.950,0.0000,0.1200,2.35
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q6,vanilla,42.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_flanged_mace,two_handed_flanged_mace,primary,Q6,mod,42.00,4.95,0.00,0.950,0.0000,0.1200,2.35
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q1,vanilla,24.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q1,mod,24.00,4.95,0.00,0.950,0.0000,0.1100,2.20
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q2,vanilla,28.50,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q2,mod,28.50,4.95,0.00,0.950,0.0000,0.1100,2.20
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q3,vanilla,30.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q3,mod,30.00,4.95,0.00,0.950,0.0000,0.1100,2.20
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q4,vanilla,33.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q4,mod,33.00,4.95,0.00,0.950,0.0000,0.1100,2.20
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q5,vanilla,36.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q5,mod,36.00,4.95,0.00,0.950,0.0000,0.1100,2.20
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q6,vanilla,42.00,4.95,0.00,0.950,0.0000,0.6000,1.90
same_tier,tier_T4,two_handed_mace,two_handed_mace,primary,Q6,mod,42.00,4.95,0.00,0.950,0.0000,0.1100,2.20
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q1,vanilla,24.00,6.30,0.00,0.900,0.0000,0.5000,1.70
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q1,mod,24.00,5.20,0.00,0.950,0.0000,0.1300,2.20
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q2,vanilla,28.50,6.30,0.00,0.900,0.0000,0.5000,1.70
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q2,mod,28.50,5.20,0.00,0.950,0.0000,0.1300,2.20
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q3,vanilla,30.00,6.30,0.00,0.900,0.0000,0.5000,1.70
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q3,mod,30.00,5.20,0.00,0.950,0.0000,0.1300,2.20
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q4,vanilla,33.00,6.30,0.00,0.900,0.0000,0.5000,1.70
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q4,mod,33.00,5.20,0.00,0.950,0.0000,0.1300,2.20
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q5,vanilla,36.00,6.30,0.00,0.900,0.0000,0.5000,1.70
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q5,mod,36.00,5.20,0.00,0.950,0.0000,0.1300,2.20
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q6,vanilla,42.00,6.30,0.00,0.900,0.0000,0.5000,1.70
same_tier,tier_T4,two_handed_warhammer,two_handed_warhammer,primary,Q6,mod,42.00,5.20,0.00,0.950,0.0000,0.1300,2.20
